platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent,verified_seller
amazon,AMZ00049,Fashion Product 49,Sports,338.47,472.85,4.5,4493,In Stock,Seller 40,4.0,Paid Shipping,False,https://amazon.com/product/49,https://via.placeholder.com/300x300?text=Product+49,High-quality Fashion with excellent features and performance.,Brand W,2025-11-24 00:57:53,28.4,
amazon,AMZ00050,Fashion Product 50,Books,36.98,515.33,4.2,423,Limited Stock,Seller 77,4.9,Paid Shipping,False,https://amazon.com/product/50,https://via.placeholder.com/300x300?text=Product+50,High-quality Fashion with excellent features and performance.,Brand X,2025-11-24 00:57:53,92.8,
daraz,DRZ00001,Fashion Item 1,Electronics,24589.78,17059.73,4.9,1702,Out of Stock,Daraz Seller 41,3.6,Cash on Delivery,,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 00:57:53,0.0,False
daraz,DRZ00002,Fashion Item 2,Home,27159.48,52343.77,3.7,2476,Pre-order,Daraz Seller 72,4.8,Cash on Delivery,,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 00:57:53,48.1,False
daraz,DRZ00003,Fashion Item 3,Electronics,33602.79,8211.61,4.9,2389,Pre-order,Daraz Seller 11,3.9,Cash on Delivery,,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 00:57:53,0.0,True
daraz,DRZ00004,Fashion Item 4,Home,36246.78,8790.52,3.7,1730,In Stock,Daraz Seller 87,5.0,Free Delivery,,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 00:57:53,0.0,True
daraz,DRZ00005,Fashion Item 5,Electronics,1116.15,59925.87,3.7,2236,Out of Stock,Daraz Seller 53,3.7,Free Delivery,,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 00:57:53,98.1,True
daraz,DRZ00006,Fashion Item 6,Home,36592.82,15577.96,3.8,2466,Out of Stock,Daraz Seller 72,4.1,Cash on Delivery,,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 00:57:53,0.0,False
daraz,DRZ00007,Fashion Item 7,Electronics,7460.92,30756.65,4.2,1992,In Stock,Daraz Seller 45,3.9,Cash on Delivery,,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 00:57:53,75.7,False
daraz,DRZ00008,Fashion Item 8,Beauty,45654.65,39932.33,4.2,2487,Pre-order,Daraz Seller 30,4.2,Free Delivery,,https://daraz.pk/product/8,https://via.placeholder.com/300x300?text=Item+8,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 00:57:53,0.0,False
daraz,DRZ00009,Fashion Item 9,Fashion,47636.11,57875.69,3.8,1942,In Stock,Daraz Seller 82,4.5,Cash on Delivery,,https://daraz.pk/product/9,https://via.placeholder.com/300x300?text=Item+9,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 00:57:53,17.7,True
daraz,DRZ00010,Fashion Item 10,Fashion,8437.44,24680.57,3.1,901,Pre-order,Daraz Seller 81,3.6,Cash on Delivery,,https://daraz.pk/product/10,https://via.placeholder.com/300x300?text=Item+10,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 00:57:53,65.8,True
daraz,DRZ00011,Fashion Item 11,Home,19330.1,22085.7,4.0,1347,Pre-order,Daraz Seller 87,4.9,Cash on Delivery,,https://daraz.pk/product/11,https://via.placeholder.com/300x300?text=Item+11,Quality Fashion available in Pakistan with fast delivery.,Brand K,2025-11-24 00:57:53,12.5,True
daraz,DRZ00012,Fashion Item 12,Electronics,44400.9,44629.36,4.9,1709,In Stock,Daraz Seller 59,4.2,Cash on Delivery,,https://daraz.pk/product/12,https://via.placeholder.com/300x300?text=Item+12,Quality Fashion available in Pakistan with fast delivery.,Brand L,2025-11-24 00:57:53,0.5,True
daraz,DRZ00013,Fashion Item 13,Home,42919.48,58135.4,4.8,390,In Stock,Daraz Seller 13,3.8,Cash on Delivery,,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Fashion available in Pakistan with fast delivery.,Brand M,2025-11-24 00:57:53,26.2,True
daraz,DRZ00014,Fashion Item 14,Fashion,47969.49,6016.4,3.5,2573,In Stock,Daraz Seller 57,4.6,Free Delivery,,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Fashion available in Pakistan with fast delivery.,Brand N,2025-11-24 00:57:53,0.0,True
daraz,DRZ00015,Fashion Item 15,Home,6776.08,14193.43,4.7,350,Out of Stock,Daraz Seller 9,4.4,Free Delivery,,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Fashion available in Pakistan with fast delivery.,Brand O,2025-11-24 00:57:53,52.3,True
daraz,DRZ00016,Fashion Item 16,Sports,48404.48,24001.22,4.8,1119,Pre-order,Daraz Seller 87,4.7,Free Delivery,,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Fashion available in Pakistan with fast delivery.,Brand P,2025-11-24 00:57:53,0.0,False
daraz,DRZ00017,Fashion Item 17,Beauty,44684.92,22392.94,3.7,2980,Pre-order,Daraz Seller 44,4.3,Free Delivery,,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Fashion available in Pakistan with fast delivery.,Brand Q,2025-11-24 00:57:53,0.0,False
daraz,DRZ00018,Fashion Item 18,Sports,30858.51,20666.14,4.6,1067,In Stock,Daraz Seller 3,4.0,Free Delivery,,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Fashion available in Pakistan with fast delivery.,Brand R,2025-11-24 00:57:53,0.0,True
daraz,DRZ00019,Fashion Item 19,Fashion,31401.97,5990.06,4.3,273,In Stock,Daraz Seller 5,5.0,Free Delivery,,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Fashion available in Pakistan with fast delivery.,Brand S,2025-11-24 00:57:53,0.0,True
daraz,DRZ00020,Fashion Item 20,Sports,22959.7,54624.05,4.7,1680,Pre-order,Daraz Seller 24,3.9,Free Delivery,,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Fashion available in Pakistan with fast delivery.,Brand T,2025-11-24 00:57:53,58.0,True
daraz,DRZ00021,Fashion Item 21,Fashion,3216.25,59833.8,3.6,613,In Stock,Daraz Seller 51,3.6,Free Delivery,,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Fashion available in Pakistan with fast delivery.,Brand U,2025-11-24 00:57:53,94.6,True
daraz,DRZ00022,Fashion Item 22,Home,16894.59,44033.51,5.0,1399,Out of Stock,Daraz Seller 52,4.6,Free Delivery,,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Fashion available in Pakistan with fast delivery.,Brand V,2025-11-24 00:57:53,61.6,True
daraz,DRZ00023,Fashion Item 23,Electronics,25913.25,24554.41,4.6,2836,In Stock,Daraz Seller 69,4.6,Cash on Delivery,,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Fashion available in Pakistan with fast delivery.,Brand W,2025-11-24 00:57:53,0.0,False
daraz,DRZ00024,Fashion Item 24,Fashion,1354.17,16390.08,3.1,448,In Stock,Daraz Seller 59,4.4,Cash on Delivery,,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Fashion available in Pakistan with fast delivery.,Brand X,2025-11-24 00:57:53,91.7,False
daraz,DRZ00025,Fashion Item 25,Sports,2079.03,49321.38,4.2,1414,Out of Stock,Daraz Seller 60,4.7,Free Delivery,,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Fashion available in Pakistan with fast delivery.,Brand Y,2025-11-24 00:57:53,95.8,True
daraz,DRZ00026,Fashion Item 26,Beauty,6296.13,45012.01,3.6,1518,Out of Stock,Daraz Seller 23,3.6,Free Delivery,,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Fashion available in Pakistan with fast delivery.,Brand Z,2025-11-24 00:57:53,86.0,True
daraz,DRZ00027,Fashion Item 27,Sports,38925.13,53777.4,4.4,2250,Out of Stock,Daraz Seller 43,3.9,Free Delivery,,https://daraz.pk/product/27,https://via.placeholder.com/300x300?text=Item+27,Quality Fashion available in Pakistan with fast delivery.,Brand A,2025-11-24 00:57:53,27.6,True
daraz,DRZ00028,Fashion Item 28,Fashion,32380.19,15271.41,3.2,1662,Pre-order,Daraz Seller 27,5.0,Free Delivery,,https://daraz.pk/product/28,https://via.placeholder.com/300x300?text=Item+28,Quality Fashion available in Pakistan with fast delivery.,Brand B,2025-11-24 00:57:53,0.0,True
daraz,DRZ00029,Fashion Item 29,Fashion,8949.87,21512.2,4.3,2257,In Stock,Daraz Seller 64,4.6,Free Delivery,,https://daraz.pk/product/29,https://via.placeholder.com/300x300?text=Item+29,Quality Fashion available in Pakistan with fast delivery.,Brand C,2025-11-24 00:57:53,58.4,False
daraz,DRZ00030,Fashion Item 30,Fashion,6824.19,36934.0,4.3,1545,In Stock,Daraz Seller 11,4.9,Free Delivery,,https://daraz.pk/product/30,https://via.placeholder.com/300x300?text=Item+30,Quality Fashion available in Pakistan with fast delivery.,Brand D,2025-11-24 00:57:53,81.5,True
daraz,DRZ00031,Fashion Item 31,Beauty,36561.48,20683.52,4.3,1236,Pre-order,Daraz Seller 38,4.2,Cash on Delivery,,https://daraz.pk/product/31,https://via.placeholder.com/300x300?text=Item+31,Quality Fashion available in Pakistan with fast delivery.,Brand E,2025-11-24 00:57:53,0.0,True
daraz,DRZ00032,Fashion Item 32,Electronics,40811.77,35937.44,3.3,859,Out of Stock,Daraz Seller 52,4.3,Free Delivery,,https://daraz.pk/product/32,https://via.placeholder.com/300x300?text=Item+32,Quality Fashion available in Pakistan with fast delivery.,Brand F,2025-11-24 00:57:53,0.0,False
daraz,DRZ00033,Fashion Item 33,Sports,2461.14,20963.5,3.8,269,Pre-order,Daraz Seller 36,3.7,Cash on Delivery,,https://daraz.pk/product/33,https://via.placeholder.com/300x300?text=Item+33,Quality Fashion available in Pakistan with fast delivery.,Brand G,2025-11-24 00:57:53,88.3,False
daraz,DRZ00034,Fashion Item 34,Home,35277.0,23217.64,3.8,1943,Out of Stock,Daraz Seller 39,4.7,Free Delivery,,https://daraz.pk/product/34,https://via.placeholder.com/300x300?text=Item+34,Quality Fashion available in Pakistan with fast delivery.,Brand H,2025-11-24 00:57:53,0.0,False
daraz,DRZ00035,Fashion Item 35,Home,29037.31,17295.59,3.5,1886,Out of Stock,Daraz Seller 25,3.9,Free Delivery,,https://daraz.pk/product/35,https://via.placeholder.com/300x300?text=Item+35,Quality Fashion available in Pakistan with fast delivery.,Brand I,2025-11-24 00:57:53,0.0,True
daraz,DRZ00036,Fashion Item 36,Beauty,11560.08,45443.26,4.6,1987,Out of Stock,Daraz Seller 7,3.6,Free Delivery,,https://daraz.pk/product/36,https://via.placeholder.com/300x300?text=Item+36,Quality Fashion available in Pakistan with fast delivery.,Brand J,2025-11-24 00:57:53,74.6,True
daraz,DRZ00037,Fashion Item 37,Sports,19684.36,50191.25,4.0,1402,In Stock,Daraz Seller 74,4.0,Cash on Delivery,,https://daraz.pk/product/37,https://via.placeholder.com/300x300?text=Item+37,Quality Fashion available in Pakistan with fast delivery.,Brand K,2025-11-24 00:57:53,60.8,True
daraz,DRZ00038,Fashion Item 38,Electronics,47273.93,45973.14,4.2,992,Pre-order,Daraz Seller 17,3.8,Free Delivery,,https://daraz.pk/product/38,https://via.placeholder.com/300x300?text=Item+38,Quality Fashion available in Pakistan with fast delivery.,Brand L,2025-11-24 00:57:53,0.0,False
daraz,DRZ00039,Fashion Item 39,Fashion,7823.5,5876.82,4.2,1807,Pre-order,Daraz Seller 30,4.0,Cash on Delivery,,https://daraz.pk/product/39,https://via.placeholder.com/300x300?text=Item+39,Quality Fashion available in Pakistan with fast delivery.,Brand M,2025-11-24 00:57:53,0.0,False
daraz,DRZ00040,Fashion Item 40,Sports,23829.74,19340.14,3.8,175,Pre-order,Daraz Seller 88,3.8,Free Delivery,,https://daraz.pk/product/40,https://via.placeholder.com/300x300?text=Item+40,Quality Fashion available in Pakistan with fast delivery.,Brand N,2025-11-24 00:57:53,0.0,True
daraz,DRZ00041,Fashion Item 41,Sports,18011.98,58992.67,3.2,1712,In Stock,Daraz Seller 31,4.6,Cash on Delivery,,https://daraz.pk/product/41,https://via.placeholder.com/300x300?text=Item+41,Quality Fashion available in Pakistan with fast delivery.,Brand O,2025-11-24 00:57:53,69.5,False
daraz,DRZ00042,Fashion Item 42,Beauty,33684.22,48782.51,3.5,2354,In Stock,Daraz Seller 71,4.3,Cash on Delivery,,https://daraz.pk/product/42,https://via.placeholder.com/300x300?text=Item+42,Quality Fashion available in Pakistan with fast delivery.,Brand P,2025-11-24 00:57:53,31.0,False
daraz,DRZ00043,Fashion Item 43,Beauty,15594.17,47310.94,3.9,1911,Pre-order,Daraz Seller 27,4.9,Cash on Delivery,,https://daraz.pk/product/43,https://via.placeholder.com/300x300?text=Item+43,Quality Fashion available in Pakistan with fast delivery.,Brand Q,2025-11-24 00:57:53,67.0,True
daraz,DRZ00044,Fashion Item 44,Sports,18428.91,11959.09,4.1,957,Pre-order,Daraz Seller 21,4.0,Free Delivery,,https://daraz.pk/product/44,https://via.placeholder.com/300x300?text=Item+44,Quality Fashion available in Pakistan with fast delivery.,Brand R,2025-11-24 00:57:53,0.0,False
daraz,DRZ00045,Fashion Item 45,Electronics,36924.9,55221.85,4.8,846,Pre-order,Daraz Seller 98,5.0,Cash on Delivery,,https://daraz.pk/product/45,https://via.placeholder.com/300x300?text=Item+45,Quality Fashion available in Pakistan with fast delivery.,Brand S,2025-11-24 00:57:53,33.1,False
daraz,DRZ00046,Fashion Item 46,Sports,9527.82,36916.97,4.1,264,Pre-order,Daraz Seller 34,4.8,Cash on Delivery,,https://daraz.pk/product/46,https://via.placeholder.com/300x300?text=Item+46,Quality Fashion available in Pakistan with fast delivery.,Brand T,2025-11-24 00:57:53,74.2,True
daraz,DRZ00047,Fashion Item 47,Fashion,41502.71,32775.16,3.0,2243,Out of Stock,Daraz Seller 57,4.5,Cash on Delivery,,https://daraz.pk/product/47,https://via.placeholder.com/300x300?text=Item+47,Quality Fashion available in Pakistan with fast delivery.,Brand U,2025-11-24 00:57:53,0.0,False
daraz,DRZ00048,Fashion Item 48,Fashion,9324.78,44951.43,3.1,293,Out of Stock,Daraz Seller 96,3.7,Free Delivery,,https://daraz.pk/product/48,https://via.placeholder.com/300x300?text=Item+48,Quality Fashion available in Pakistan with fast delivery.,Brand V,2025-11-24 00:57:53,79.3,True
daraz,DRZ00049,Fashion Item 49,Fashion,30029.49,37063.33,3.7,288,Out of Stock,Daraz Seller 62,3.9,Free Delivery,,https://daraz.pk/product/49,https://via.placeholder.com/300x300?text=Item+49,Quality Fashion available in Pakistan with fast delivery.,Brand W,2025-11-24 00:57:53,19.0,False
daraz,DRZ00050,Fashion Item 50,Beauty,27400.74,28952.29,3.8,116,In Stock,Daraz Seller 100,4.7,Cash on Delivery,,https://daraz.pk/product/50,https://via.placeholder.com/300x300?text=Item+50,Quality Fashion available in Pakistan with fast delivery.,Brand X,2025-11-24 00:57:53,5.4,False
amazon,AMZ00001,Fashion Product 1,Fashion,333.99,273.38,4.2,4365,In Stock,Seller 60,4.3,Free Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Fashion with excellent features and performance.,Brand A,2025-11-24 00:58:54,0.0,
amazon,AMZ00002,Fashion Product 2,Fashion,251.67,162.28,3.5,4090,Limited Stock,Seller 39,4.0,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Fashion with excellent features and performance.,Brand B,2025-11-24 00:58:54,0.0,
amazon,AMZ00003,Fashion Product 3,Books,204.03,579.29,4.5,4661,Limited Stock,Seller 31,4.1,Free Shipping,False,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Fashion with excellent features and performance.,Brand C,2025-11-24 00:58:54,64.8,
amazon,AMZ00004,Fashion Product 4,Electronics,332.0,203.57,3.6,2546,In Stock,Seller 28,4.6,Free Shipping,False,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Fashion with excellent features and performance.,Brand D,2025-11-24 00:58:54,0.0,
amazon,AMZ00005,Fashion Product 5,Electronics,173.8,218.26,4.8,692,Pre-order,Seller 62,4.2,Free Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Fashion with excellent features and performance.,Brand E,2025-11-24 00:58:54,20.4,
amazon,AMZ00006,Fashion Product 6,Electronics,345.96,350.11,3.7,4474,Limited Stock,Seller 34,4.9,Free Shipping,False,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Fashion with excellent features and performance.,Brand F,2025-11-24 00:58:54,1.2,
